Region,Year,Population-Weighted PM2.5 [ug/m3],Geographic-Mean PM2.5 [ug/m3],Population Coverage [%],Geographic Coverage [%],Total Population [million people],% pop >= 5 ug/m3 [%],% pop >= 10 ug/m3 [%],% pop >= 15 ug/m3 [%],% pop >= 25 ug/m3 [%],% pop >= 30 ug/m3 [%],% pop >= 35 ug/m3 [%],% pop >= 40 ug/m3 [%],% pop >= 45 ug/m3 [%],% pop >= 50 ug/m3 [%],% pop >= 55 ug/m3 [%],% pop >= 60 ug/m3 [%]
Andaman and Nicobar,1998,16.5,15.8,99.5,98.7,0.331,100.0,95.7,77.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,1999,16.1,15.8,99.5,98.7,0.331,100.0,100.0,76.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2000,18.2,17.7,99.5,98.7,0.331,100.0,100.0,87.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2001,18.9,18.0,99.5,98.7,0.333,100.0,100.0,88.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2002,19.7,18.7,99.5,98.7,0.336,100.0,100.0,88.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2003,19.5,18.7,99.5,98.7,0.338,100.0,100.0,88.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2004,22.4,21.3,99.5,98.7,0.340,100.0,100.0,96.9,11.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2005,20.4,19.4,99.5,98.7,0.343,100.0,100.0,89.3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2006,22.5,21.4,99.5,98.7,0.344,100.0,100.0,93.3,16.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2007,22.2,21.2,99.5,98.7,0.346,100.0,100.0,96.6,11.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2008,22.3,21.2,99.5,98.7,0.348,100.0,100.0,96.0,9.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2009,24.3,22.7,99.5,98.7,0.349,100.0,100.0,94.5,51.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2010,22.7,21.6,99.5,98.7,0.351,100.0,100.0,97.5,18.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2011,22.1,20.6,99.5,98.7,0.352,100.0,100.0,90.5,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2012,23.9,22.3,99.5,98.7,0.353,100.0,100.0,97.2,40.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2013,23.3,21.9,99.5,98.7,0.354,100.0,100.0,98.0,26.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2014,26.0,24.2,99.5,98.7,0.355,100.0,100.0,97.4,74.7,10.3,0.1,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2015,20.7,19.5,99.6,98.7,0.356,100.0,100.0,92.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2016,23.9,22.2,99.6,98.7,0.357,100.0,100.0,99.0,37.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2017,21.2,19.4,99.6,98.7,0.358,100.0,100.0,92.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2018,23.6,21.7,99.6,98.7,0.359,100.0,100.0,93.8,36.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2019,23.3,21.7,99.6,98.7,0.359,100.0,100.0,97.3,30.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2020,22.5,20.8,99.6,98.7,0.360,100.0,100.0,97.6,13.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2021,20.5,18.7,99.6,98.7,0.360,100.0,99.3,92.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andaman and Nicobar,2022,18.6,17.2,99.6,98.7,0.360,100.0,99.9,91.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,1998,16.6,16.0,99.9,99.9,46.644,100.0,99.3,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,1999,19.0,18.2,99.9,99.9,46.644,100.0,100.0,93.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2000,20.3,19.1,99.9,99.9,46.644,100.0,100.0,94.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2001,22.4,22.0,99.9,99.9,47.090,100.0,100.0,100.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2002,22.7,21.9,99.9,99.9,47.535,100.0,100.0,99.7,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2003,23.4,22.8,99.9,99.9,47.981,100.0,100.0,100.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2004,24.8,23.8,99.9,99.9,48.427,100.0,100.0,100.0,48.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2005,26.8,26.0,99.9,99.9,48.872,100.0,100.0,100.0,79.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2006,27.8,26.3,99.9,99.9,49.229,100.0,100.0,100.0,81.6,26.8,0.1,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2007,29.1,27.8,99.9,99.9,49.585,100.0,100.0,100.0,90.4,42.0,0.2,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2008,30.8,29.1,99.9,99.9,49.942,100.0,100.0,100.0,93.3,59.9,13.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2009,31.9,30.3,99.9,99.9,50.298,100.0,100.0,100.0,97.1,72.9,20.4,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2010,29.0,28.1,99.9,99.9,50.655,100.0,100.0,100.0,91.7,39.8,0.2,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2011,30.5,28.9,99.9,99.9,50.908,100.0,100.0,100.0,94.1,56.5,10.4,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2012,28.4,26.7,99.9,99.9,51.162,100.0,100.0,100.0,81.6,37.8,0.8,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2013,28.5,26.9,99.9,99.9,51.415,100.0,100.0,100.0,81.8,38.9,1.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2014,31.9,29.8,99.9,99.9,51.669,100.0,100.0,100.0,90.7,66.3,30.3,1.1,0.0,0.0,0.0,0.0
Andhra Pradesh,2015,27.5,25.9,99.9,99.9,51.922,100.0,100.0,100.0,72.9,30.0,2.0,0.1,0.0,0.0,0.0,0.0
Andhra Pradesh,2016,28.4,26.7,99.9,99.9,52.113,100.0,100.0,100.0,81.0,35.0,2.2,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2017,32.7,30.7,99.9,99.9,52.304,100.0,100.0,100.0,97.6,73.7,31.9,2.4,0.0,0.0,0.0,0.0
Andhra Pradesh,2018,32.2,30.6,99.9,99.9,52.494,100.0,100.0,100.0,96.6,73.5,25.2,0.7,0.0,0.0,0.0,0.0
Andhra Pradesh,2019,29.2,27.5,99.9,99.9,52.685,100.0,100.0,100.0,83.2,48.2,4.5,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2020,29.3,27.4,99.9,99.9,52.876,100.0,100.0,100.0,82.8,50.5,4.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,2021,30.7,29.0,99.9,99.9,52.876,100.0,100.0,100.0,88.3,61.7,14.9,0.2,0.0,0.0,0.0,0.0
Andhra Pradesh,2022,27.7,26.7,99.9,99.9,52.876,100.0,100.0,100.0,84.4,18.2,0.1,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,1998,9.5,7.5,100.0,100.0,1.170,99.6,29.2,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,1999,11.5,9.4,100.0,100.0,1.170,100.0,67.8,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2000,11.6,9.5,100.0,100.0,1.170,99.8,62.5,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2001,14.0,12.4,100.0,100.0,1.198,100.0,96.1,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2002,12.9,11.4,100.0,100.0,1.225,100.0,88.6,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2003,13.7,11.8,100.0,100.0,1.252,100.0,91.5,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2004,14.1,11.9,100.0,100.0,1.280,100.0,93.8,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2005,14.9,13.0,100.0,100.0,1.307,100.0,98.1,42.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2006,15.7,13.2,100.0,100.0,1.336,100.0,98.5,49.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2007,15.3,12.9,100.0,100.0,1.366,100.0,98.3,43.8,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2008,15.5,13.0,100.0,100.0,1.395,100.0,98.2,48.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2009,18.7,15.9,100.0,100.0,1.424,100.0,99.7,80.8,8.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2010,15.4,12.8,100.0,100.0,1.453,100.0,97.4,48.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2011,16.1,13.4,100.0,100.0,1.485,100.0,98.5,54.7,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2012,17.5,15.1,100.0,100.0,1.516,100.0,99.5,68.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2013,15.0,12.7,100.0,100.0,1.548,100.0,98.5,42.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2014,15.9,13.6,100.0,100.0,1.579,100.0,98.6,54.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2015,14.7,12.3,100.0,100.0,1.611,100.0,93.4,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2016,15.0,12.9,100.0,100.0,1.647,100.0,97.5,43.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2017,14.9,12.4,100.0,100.0,1.682,100.0,97.0,43.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2018,16.4,13.4,100.0,100.0,1.718,100.0,98.0,54.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2019,16.0,13.5,100.0,100.0,1.754,100.0,99.0,54.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2020,15.0,12.3,100.0,100.0,1.789,100.0,95.9,43.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2021,16.9,14.0,100.0,100.0,1.789,100.0,99.3,60.9,5.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,2022,12.4,10.1,100.0,100.0,1.789,99.9,78.9,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Assam,1998,19.9,18.9,100.0,99.9,26.920,100.0,99.4,85.0,13.1,2.2,0.4,0.0,0.0,0.0,0.0,0.0
Assam,1999,21.3,20.5,100.0,99.9,26.920,100.0,100.0,91.0,23.2,3.0,0.2,0.0,0.0,0.0,0.0,0.0
Assam,2000,23.4,22.4,100.0,99.9,26.920,100.0,99.8,95.2,38.1,10.6,1.8,0.3,0.0,0.0,0.0,0.0
Assam,2001,25.6,24.5,100.0,99.9,27.373,100.0,100.0,98.7,55.3,19.0,3.4,1.2,0.2,0.0,0.0,0.0
Assam,2002,24.5,23.3,100.0,99.9,27.827,100.0,100.0,95.7,44.0,17.6,2.4,0.9,0.3,0.0,0.0,0.0
Assam,2003,27.0,25.7,100.0,99.9,28.280,100.0,100.0,98.7,64.7,32.0,8.3,1.8,0.6,0.1,0.0,0.0
Assam,2004,28.0,26.6,100.0,99.9,28.734,100.0,100.0,99.3,72.9,31.8,12.1,1.9,0.7,0.1,0.0,0.0
Assam,2005,28.8,27.2,100.0,99.9,29.187,100.0,100.0,99.7,73.7,38.0,18.9,3.2,1.0,0.0,0.0,0.0
Assam,2006,31.6,30.2,100.0,99.9,29.612,100.0,100.0,99.8,82.2,61.9,31.3,11.5,2.0,1.0,0.1,0.0
Assam,2007,30.5,29.1,100.0,99.9,30.036,100.0,100.0,99.8,79.4,52.6,25.1,5.3,1.4,0.2,0.0,0.0
Assam,2008,30.2,28.6,100.0,99.9,30.460,100.0,100.0,99.8,78.6,47.3,23.6,4.8,1.5,0.3,0.0,0.0
Assam,2009,35.4,34.1,100.0,99.9,30.885,100.0,100.0,100.0,91.7,77.9,55.8,23.6,7.2,1.6,0.7,0.1
Assam,2010,32.6,30.6,100.0,99.9,31.309,100.0,100.0,99.8,81.8,64.6,35.9,17.9,5.5,0.7,0.1,0.0
Assam,2011,32.0,30.3,100.0,99.9,31.692,100.0,100.0,99.8,83.7,64.5,29.2,13.0,1.7,0.3,0.0,0.0
Assam,2012,35.8,33.8,100.0,99.9,32.075,100.0,100.0,99.8,89.2,76.9,52.6,31.3,14.1,2.8,1.1,0.2
Assam,2013,31.1,29.4,100.0,99.9,32.457,100.0,100.0,99.8,80.5,55.9,29.4,8.6,1.8,0.8,0.0,0.0
Assam,2014,33.1,31.1,100.0,99.9,32.840,100.0,100.0,99.8,82.9,66.0,40.8,20.0,3.7,1.6,0.5,0.1
Assam,2015,30.9,29.4,100.0,99.9,33.222,100.0,100.0,99.6,80.6,57.9,28.5,6.7,1.5,0.5,0.1,0.0
Assam,2016,29.8,28.1,100.0,99.9,33.584,100.0,100.0,99.8,79.3,46.9,20.3,4.1,0.9,0.3,0.0,0.0
Assam,2017,31.4,29.6,100.0,99.9,33.945,100.0,100.0,99.9,81.4,59.3,29.3,10.8,2.6,1.0,0.2,0.0
Assam,2018,36.1,33.9,100.0,99.9,34.307,100.0,100.0,99.9,88.9,75.5,57.9,33.4,16.4,2.7,1.2,0.2
Assam,2019,32.6,30.7,100.0,99.9,34.668,100.0,100.0,100.0,83.6,62.7,36.3,16.6,5.8,1.4,0.2,0.0
Assam,2020,33.4,31.4,100.0,99.9,35.030,100.0,100.0,99.8,82.9,65.7,43.8,22.5,6.4,1.8,0.5,0.1
Assam,2021,35.5,33.5,100.0,99.9,35.030,100.0,100.0,100.0,89.4,75.5,50.5,30.7,11.8,2.2,0.8,0.1
Assam,2022,24.4,23.5,100.0,99.9,35.030,100.0,100.0,99.3,43.6,15.0,2.7,1.4,0.3,0.0,0.0,0.0
Bihar,1998,47.6,45.6,100.0,100.0,84.765,100.0,100.0,100.0,99.9,99.3,96.7,89.6,71.6,36.4,9.4,0.0
Bihar,1999,49.1,47.0,100.0,100.0,84.765,100.0,100.0,100.0,100.0,99.5,97.3,91.6,74.1,49.9,19.5,1.8
Bihar,2000,54.7,52.2,100.0,100.0,84.765,100.0,100.0,100.0,99.9,99.7,98.9,95.4,84.5,67.5,51.0,28.3
Bihar,2001,61.0,58.3,100.0,100.0,86.839,100.0,100.0,100.0,100.0,100.0,99.7,98.9,95.2,86.3,70.8,54.9
Bihar,2002,57.3,55.1,100.0,100.0,88.914,100.0,100.0,100.0,100.0,100.0,99.8,98.8,93.8,78.7,62.2,38.7
Bihar,2003,58.9,56.7,100.0,100.0,90.988,100.0,100.0,100.0,100.0,100.0,100.0,99.3,95.9,82.2,66.0,47.3
Bihar,2004,60.9,58.5,100.0,100.0,93.063,100.0,100.0,100.0,100.0,100.0,100.0,99.7,97.1,88.1,71.4,55.4
Bihar,2005,59.6,57.1,100.0,100.0,95.137,100.0,100.0,100.0,100.0,100.0,99.8,98.3,94.6,84.3,67.3,47.8
Bihar,2006,67.4,64.5,100.0,100.0,97.233,100.0,100.0,100.0,100.0,100.0,99.8,99.6,98.3,94.5,84.4,73.8
Bihar,2007,68.6,65.5,100.0,100.0,99.328,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.1,96.3,87.9,73.4
Bihar,2008,73.1,70.5,100.0,100.0,101.423,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.3,97.0,89.2
Bihar,2009,75.2,72.0,100.0,100.0,103.518,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.6,98.3,95.4,88.7
Bihar,2010,68.5,65.5,100.0,100.0,105.613,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.0,96.9,90.8,75.7
Bihar,2011,77.1,73.9,100.0,100.0,107.678,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,97.9,93.7
Bihar,2012,78.2,74.4,100.0,100.0,109.742,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.5,98.6,96.2,90.3
Bihar,2013,76.2,72.7,100.0,100.0,111.806,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.7,96.4,91.5
Bihar,2014,73.7,70.0,100.0,100.0,113.871,100.0,100.0,100.0,100.0,100.0,99.9,99.7,99.4,98.0,94.4,87.2
Bihar,2015,70.0,67.2,100.0,100.0,115.935,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.6,98.5,94.5,85.2
Bihar,2016,74.7,71.4,100.0,100.0,118.033,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,97.8,93.0,83.9
Bihar,2017,74.6,71.3,100.0,100.0,120.131,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,98.9,95.8,88.7
Bihar,2018,81.6,77.8,100.0,100.0,122.229,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.8,99.4,98.2,95.8
Bihar,2019,75.8,72.7,100.0,100.0,124.327,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.4,97.8,92.0
Bihar,2020,69.9,67.3,100.0,100.0,126.426,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,98.6,94.8,86.1
Bihar,2021,74.4,71.6,100.0,100.0,126.426,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.3,97.3,91.3
Bihar,2022,70.3,67.3,100.0,100.0,126.426,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.5,97.9,93.3,83.9
Chandigarh,1998,27.4,27.3,100.0,100.0,0.623,100.0,100.0,100.0,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,1999,27.2,27.1,100.0,100.0,0.623,100.0,100.0,100.0,93.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandigarh,2000,33.7,33.7,100.0,100.0,0.623,100.0,100.0,100.0,100.0,100.0,18.6,0.0,0.0,0.0,0.0,0.0
Chandigarh,2001,36.1,36.0,100.0,100.0,0.634,100.0,100.0,100.0,100.0,100.0,78.1,0.0,0.0,0.0,0.0,0.0
Chandigarh,2002,36.2,36.1,100.0,100.0,0.644,100.0,100.0,100.0,100.0,100.0,83.4,0.0,0.0,0.0,0.0,0.0
Chandigarh,2003,40.1,39.9,100.0,100.0,0.655,100.0,100.0,100.0,100.0,100.0,100.0,56.4,0.0,0.0,0.0,0.0
Chandigarh,2004,41.8,41.7,100.0,100.0,0.666,100.0,100.0,100.0,100.0,100.0,100.0,85.2,0.0,0.0,0.0,0.0
Chandigarh,2005,38.9,38.8,100.0,100.0,0.676,100.0,100.0,100.0,100.0,100.0,100.0,30.0,0.0,0.0,0.0,0.0
Chandigarh,2006,39.5,39.4,100.0,100.0,0.686,100.0,100.0,100.0,100.0,100.0,100.0,40.2,0.0,0.0,0.0,0.0
Chandigarh,2007,40.3,40.3,100.0,100.0,0.696,100.0,100.0,100.0,100.0,100.0,100.0,58.1,0.0,0.0,0.0,0.0
Chandigarh,2008,45.5,45.4,100.0,100.0,0.706,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,0.0,0.0,0.0
Chandigarh,2009,41.9,41.8,100.0,100.0,0.716,100.0,100.0,100.0,100.0,100.0,100.0,88.3,0.0,0.0,0.0,0.0
Chandigarh,2010,48.8,48.7,100.0,100.0,0.726,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,32.6,0.0,0.0
Chandigarh,2011,48.8,48.6,100.0,100.0,0.735,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.6,38.3,0.0,0.0
Chandigarh,2012,48.7,48.5,100.0,100.0,0.744,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.4,30.1,0.0,0.0
Chandigarh,2013,48.6,48.4,100.0,100.0,0.753,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.7,32.8,0.0,0.0
Chandigarh,2014,48.7,48.6,100.0,100.0,0.762,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.8,32.8,0.0,0.0
Chandigarh,2015,50.1,50.0,100.0,100.0,0.771,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.3,0.0,0.0
Chandigarh,2016,55.7,55.6,100.0,100.0,0.779,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.9,1.7
Chandigarh,2017,52.6,52.4,100.0,100.0,0.787,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.9,24.2,0.0
Chandigarh,2018,52.5,52.4,100.0,100.0,0.796,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,82.4,19.7,0.0
Chandigarh,2019,49.5,49.4,100.0,100.0,0.804,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.8,46.8,0.0,0.0
