Region,Year,Population-Weighted PM2.5 [ug/m3],Geographic-Mean PM2.5 [ug/m3],Population Coverage [%],Geographic Coverage [%],Total Population [million people],% pop >= 5 ug/m3 [%],% pop >= 10 ug/m3 [%],% pop >= 15 ug/m3 [%],% pop >= 25 ug/m3 [%],% pop >= 30 ug/m3 [%],% pop >= 35 ug/m3 [%],% pop >= 40 ug/m3 [%],% pop >= 45 ug/m3 [%],% pop >= 50 ug/m3 [%],% pop >= 55 ug/m3 [%],% pop >= 60 ug/m3 [%]
Tamil Nadu,1999,20.7,19.7,100.0,100.0,64.266,100.0,97.8,88.2,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2000,21.7,20.9,100.0,100.0,64.266,100.0,98.3,93.5,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2001,24.5,23.9,100.0,100.0,65.253,100.0,99.0,97.5,57.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2002,23.1,22.5,100.0,100.0,66.241,100.0,99.5,97.1,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2003,23.8,23.0,100.0,100.0,67.228,100.0,99.5,97.8,34.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2004,25.1,24.5,100.0,100.0,68.215,100.0,99.8,98.3,61.9,1.4,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2005,27.1,26.3,100.0,100.0,69.203,100.0,99.7,98.3,80.7,22.3,0.3,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2006,25.9,25.1,100.0,100.0,70.119,100.0,99.9,98.4,67.4,11.6,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2007,27.5,26.3,100.0,100.0,71.035,100.0,99.7,98.3,80.4,24.8,3.6,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2008,28.3,27.3,100.0,100.0,71.951,100.0,100.0,98.6,87.3,31.7,3.2,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2009,28.3,27.1,100.0,100.0,72.867,100.0,100.0,98.4,85.0,32.6,6.2,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2010,28.3,27.4,100.0,100.0,73.783,100.0,100.0,98.5,88.6,30.8,1.2,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2011,29.2,28.4,100.0,100.0,74.601,100.0,100.0,99.0,91.6,43.9,4.5,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2012,27.8,26.7,100.0,100.0,75.419,100.0,100.0,98.7,82.8,27.4,3.5,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2013,25.9,24.6,100.0,100.0,76.237,100.0,99.5,98.1,63.2,13.5,0.8,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2014,27.9,26.5,100.0,100.0,77.055,100.0,99.9,98.7,81.8,26.6,7.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2015,23.4,22.5,100.0,100.0,77.873,100.0,99.8,98.1,30.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2016,28.2,26.5,100.0,100.0,78.646,100.0,100.0,98.8,81.0,27.3,8.8,0.5,0.0,0.0,0.0,0.0
Tamil Nadu,2017,29.2,27.7,100.0,100.0,79.420,100.0,100.0,98.8,88.8,37.7,9.8,0.3,0.0,0.0,0.0,0.0
Tamil Nadu,2018,31.3,29.8,100.0,100.0,80.193,100.0,100.0,99.4,93.2,64.7,18.5,3.9,0.0,0.0,0.0,0.0
Tamil Nadu,2019,26.1,24.6,100.0,100.0,80.966,100.0,99.7,98.3,63.8,14.1,5.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2020,24.9,23.6,100.0,100.0,81.740,100.0,99.6,98.0,50.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2021,27.1,25.8,100.0,100.0,81.740,100.0,100.0,99.0,74.2,20.2,4.7,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,2022,27.1,25.7,100.0,100.0,81.740,100.0,100.0,98.9,73.8,22.3,6.1,0.0,0.0,0.0,0.0,0.0
Telangana,1998,19.4,18.4,100.0,99.8,32.035,100.0,100.0,95.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,1999,21.2,20.6,100.0,99.8,32.035,100.0,100.0,98.8,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2000,22.7,21.7,100.0,99.8,32.035,100.0,100.0,99.9,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2001,25.0,24.3,100.0,99.8,32.459,100.0,100.0,100.0,51.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2002,25.3,24.4,100.0,99.8,32.883,100.0,100.0,100.0,55.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2003,26.4,25.4,100.0,99.8,33.307,100.0,100.0,100.0,68.8,7.1,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2004,26.9,26.0,100.0,99.8,33.731,100.0,100.0,100.0,72.7,13.6,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,2005,28.6,27.4,100.0,99.8,34.155,100.0,100.0,100.0,92.8,30.9,0.2,0.0,0.0,0.0,0.0,0.0
Telangana,2006,30.2,28.8,100.0,99.8,34.547,100.0,100.0,100.0,98.8,49.2,8.0,0.0,0.0,0.0,0.0,0.0
Telangana,2007,31.6,30.1,100.0,99.8,34.939,100.0,100.0,100.0,99.7,66.1,15.9,0.0,0.0,0.0,0.0,0.0
Telangana,2008,32.7,31.1,100.0,99.8,35.331,100.0,100.0,100.0,99.8,71.8,28.0,1.4,0.0,0.0,0.0,0.0
Telangana,2009,33.7,32.2,100.0,99.8,35.723,100.0,100.0,100.0,100.0,86.3,33.3,6.1,0.0,0.0,0.0,0.0
Telangana,2010,32.2,30.5,100.0,99.8,36.115,100.0,100.0,100.0,100.0,70.7,21.0,1.9,0.0,0.0,0.0,0.0
Telangana,2011,32.2,30.8,100.0,99.8,36.466,100.0,100.0,100.0,100.0,67.0,22.1,3.3,0.0,0.0,0.0,0.0
Telangana,2012,30.6,29.1,100.0,99.8,36.818,100.0,100.0,100.0,96.2,52.5,15.1,0.6,0.0,0.0,0.0,0.0
Telangana,2013,31.4,29.9,100.0,99.8,37.169,100.0,100.0,100.0,98.4,59.0,19.9,2.5,0.0,0.0,0.0,0.0
Telangana,2014,33.1,31.6,100.0,99.8,37.520,100.0,100.0,100.0,100.0,78.1,25.5,7.0,0.0,0.0,0.0,0.0
Telangana,2015,30.7,29.4,100.0,99.8,37.872,100.0,100.0,100.0,97.1,50.8,16.5,0.7,0.0,0.0,0.0,0.0
Telangana,2016,33.2,30.7,100.0,99.8,38.214,100.0,100.0,100.0,98.7,70.3,31.9,13.4,0.2,0.0,0.0,0.0
Telangana,2017,35.3,32.7,100.0,99.8,38.556,100.0,100.0,100.0,100.0,87.0,44.8,16.8,8.1,0.0,0.0,0.0
Telangana,2018,35.8,33.2,100.0,99.8,38.897,100.0,100.0,100.0,100.0,88.6,48.4,21.9,7.7,0.0,0.0,0.0
Telangana,2019,33.2,31.3,100.0,99.8,39.239,100.0,100.0,100.0,99.3,71.2,34.4,9.9,0.0,0.0,0.0,0.0
Telangana,2020,33.2,31.4,100.0,99.8,39.581,100.0,100.0,100.0,99.0,76.1,33.0,8.4,0.0,0.0,0.0,0.0
Telangana,2021,35.8,34.0,100.0,99.8,39.581,100.0,100.0,100.0,99.9,89.5,53.8,20.8,2.2,0.0,0.0,0.0
Telangana,2022,31.9,29.5,100.0,99.8,39.581,100.0,100.0,100.0,95.7,61.4,25.3,8.3,0.0,0.0,0.0,0.0
Tripura,1998,43.6,41.6,100.0,100.0,3.418,100.0,100.0,100.0,100.0,98.4,86.5,72.8,55.8,10.9,1.0,0.0
Tripura,1999,44.0,41.6,100.0,100.0,3.418,100.0,100.0,100.0,100.0,94.9,83.3,71.0,57.0,21.7,3.0,0.1
Tripura,2000,45.8,42.9,100.0,100.0,3.418,100.0,100.0,100.0,100.0,99.7,90.5,74.7,61.4,37.3,2.6,0.1
Tripura,2001,48.5,45.3,100.0,100.0,3.470,100.0,100.0,100.0,100.0,99.7,91.1,78.9,70.3,56.2,25.5,1.1
Tripura,2002,45.8,43.1,100.0,100.0,3.521,100.0,100.0,100.0,100.0,99.7,90.9,75.6,60.8,36.4,3.9,0.1
Tripura,2003,50.2,47.5,100.0,100.0,3.573,100.0,100.0,100.0,100.0,100.0,98.8,87.3,74.0,60.5,32.0,2.8
Tripura,2004,50.2,47.0,100.0,100.0,3.624,100.0,100.0,100.0,100.0,100.0,96.9,82.2,71.6,59.1,35.6,8.8
Tripura,2005,53.4,49.7,100.0,100.0,3.676,100.0,100.0,100.0,100.0,99.8,98.7,89.1,76.2,67.3,54.7,29.9
Tripura,2006,56.6,54.1,100.0,100.0,3.722,100.0,100.0,100.0,100.0,100.0,100.0,99.8,89.9,75.9,64.0,42.3
Tripura,2007,54.2,51.3,100.0,100.0,3.768,100.0,100.0,100.0,100.0,100.0,99.9,96.2,80.7,69.7,55.3,28.0
Tripura,2008,55.9,52.5,100.0,100.0,3.814,100.0,100.0,100.0,100.0,100.0,99.8,94.0,81.7,72.2,61.1,39.2
Tripura,2009,61.9,58.0,100.0,100.0,3.860,100.0,100.0,100.0,100.0,100.0,100.0,99.8,93.4,81.0,72.5,63.0
Tripura,2010,61.3,57.3,100.0,100.0,3.906,100.0,100.0,100.0,100.0,100.0,100.0,99.7,91.4,78.2,71.1,61.7
Tripura,2011,61.2,57.8,100.0,100.0,3.946,100.0,100.0,100.0,100.0,100.0,100.0,99.6,92.0,81.0,73.0,64.1
Tripura,2012,62.1,57.8,100.0,100.0,3.986,100.0,100.0,100.0,100.0,100.0,100.0,99.7,93.2,81.8,71.8,62.2
Tripura,2013,53.9,50.5,100.0,100.0,4.026,100.0,100.0,100.0,100.0,100.0,99.8,92.2,78.2,66.8,51.7,29.1
Tripura,2014,62.4,58.9,100.0,100.0,4.066,100.0,100.0,100.0,100.0,100.0,100.0,99.4,91.5,80.3,71.9,65.0
Tripura,2015,60.1,56.2,100.0,100.0,4.106,100.0,100.0,100.0,100.0,100.0,100.0,98.4,89.3,76.6,69.6,60.9
Tripura,2016,57.7,53.9,100.0,100.0,4.143,100.0,100.0,100.0,100.0,100.0,100.0,97.8,86.7,72.8,66.5,50.3
Tripura,2017,53.5,49.2,100.0,100.0,4.179,100.0,100.0,100.0,100.0,99.8,97.9,85.5,72.3,66.7,53.0,32.6
Tripura,2018,70.9,66.0,100.0,100.0,4.216,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.7,97.2,88.4,74.7
Tripura,2019,57.7,54.1,100.0,100.0,4.252,100.0,100.0,100.0,100.0,100.0,99.8,95.9,83.9,71.9,63.4,50.2
Tripura,2020,62.3,58.4,100.0,100.0,4.289,100.0,100.0,100.0,100.0,100.0,100.0,99.8,95.2,85.0,71.7,60.4
Tripura,2021,65.5,62.0,100.0,100.0,4.289,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,92.4,80.5,69.8
Tripura,2022,52.4,48.7,100.0,100.0,4.289,100.0,100.0,100.0,100.0,99.9,94.1,83.1,72.8,65.1,46.7,25.7
Uttar Pradesh,1998,56.2,53.6,100.0,99.9,169.701,100.0,100.0,100.0,99.7,99.0,97.1,93.3,86.1,74.6,60.4,40.8
Uttar Pradesh,1999,54.5,52.2,100.0,99.9,169.701,100.0,100.0,100.0,99.9,99.4,97.7,94.1,87.3,73.8,52.7,25.7
Uttar Pradesh,2000,61.9,59.0,100.0,99.9,169.701,100.0,100.0,100.0,99.9,99.5,98.5,97.2,94.3,89.3,81.6,68.7
Uttar Pradesh,2001,65.8,62.8,100.0,99.9,173.057,100.0,100.0,100.0,100.0,99.9,99.4,98.2,96.3,91.2,85.1,76.8
Uttar Pradesh,2002,66.7,63.7,100.0,99.9,176.413,100.0,100.0,100.0,100.0,100.0,99.7,98.7,96.2,93.1,87.3,78.6
Uttar Pradesh,2003,72.7,69.4,100.0,99.9,179.769,100.0,100.0,100.0,100.0,100.0,99.9,99.5,98.1,95.2,90.5,84.3
Uttar Pradesh,2004,73.0,69.8,100.0,99.9,183.125,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.4,96.6,93.3,87.7
Uttar Pradesh,2005,68.3,65.3,100.0,99.9,186.481,100.0,100.0,100.0,100.0,100.0,99.7,98.9,96.8,93.3,88.1,80.8
Uttar Pradesh,2006,67.0,64.0,100.0,99.9,189.735,100.0,100.0,100.0,100.0,100.0,99.8,98.9,97.1,93.9,87.9,80.3
Uttar Pradesh,2007,71.3,68.2,100.0,99.9,192.989,100.0,100.0,100.0,100.0,100.0,100.0,99.6,98.3,96.6,92.6,87.2
Uttar Pradesh,2008,82.2,78.8,100.0,99.9,196.243,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,99.1,97.6,94.6
Uttar Pradesh,2009,77.6,74.2,100.0,99.9,199.497,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.1,97.4,95.3,91.5
Uttar Pradesh,2010,79.5,75.8,100.0,99.9,202.751,100.0,100.0,100.0,100.0,100.0,100.0,99.7,99.0,97.7,96.3,93.2
Uttar Pradesh,2011,84.7,80.8,100.0,99.9,205.810,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.5,97.9,95.7
Uttar Pradesh,2012,79.2,75.6,100.0,99.9,208.870,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.4,98.1,96.8,94.1
Uttar Pradesh,2013,78.4,74.9,100.0,99.9,211.930,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.3,96.2,93.1
Uttar Pradesh,2014,72.7,69.7,100.0,99.9,214.989,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.1,97.4,94.6,89.4
Uttar Pradesh,2015,75.7,72.6,100.0,99.9,218.049,100.0,100.0,100.0,100.0,100.0,100.0,99.8,98.9,97.5,96.3,92.9
Uttar Pradesh,2016,86.1,81.4,100.0,99.9,221.045,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.7,97.6,95.6
Uttar Pradesh,2017,83.2,79.4,100.0,99.9,224.042,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.7,97.1,94.9
Uttar Pradesh,2018,81.4,77.5,100.0,99.9,227.038,100.0,100.0,100.0,100.0,100.0,100.0,99.8,99.3,98.1,97.0,94.6
Uttar Pradesh,2019,81.2,77.9,100.0,99.9,230.035,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.7,98.7,95.9,91.9
Uttar Pradesh,2020,77.1,74.0,100.0,99.9,233.031,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.3,97.5,94.8,91.1
Uttar Pradesh,2021,81.8,78.5,100.0,99.9,233.031,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.8,98.8,97.5,95.1
Uttar Pradesh,2022,76.8,73.7,100.0,99.9,233.031,100.0,100.0,100.0,100.0,100.0,100.0,99.8,98.9,97.2,95.3,91.5
Uttarakhand,1998,27.9,22.1,100.0,100.0,8.965,100.0,100.0,98.6,57.0,35.2,17.7,10.3,4.4,0.0,0.0,0.0
Uttarakhand,1999,28.2,22.7,100.0,100.0,8.965,100.0,100.0,99.2,59.2,37.3,18.2,11.6,6.4,0.0,0.0,0.0
Uttarakhand,2000,35.3,30.5,100.0,100.0,8.965,100.0,100.0,100.0,94.4,74.6,46.1,22.8,12.0,6.4,0.0,0.0
Uttarakhand,2001,35.9,31.2,100.0,100.0,9.125,100.0,100.0,100.0,99.7,75.7,49.2,27.8,12.2,4.7,0.0,0.0
Uttarakhand,2002,36.2,30.7,100.0,100.0,9.285,100.0,100.0,100.0,96.9,76.0,50.0,27.8,14.1,9.5,3.1,0.0
Uttarakhand,2003,38.2,31.8,100.0,100.0,9.445,100.0,100.0,100.0,97.1,79.2,57.6,43.2,23.6,10.4,4.4,0.1
Uttarakhand,2004,40.9,34.0,100.0,100.0,9.604,100.0,100.0,100.0,99.9,87.3,65.4,49.8,34.7,17.8,10.4,4.2
Uttarakhand,2005,33.7,27.4,100.0,100.0,9.764,100.0,100.0,100.0,81.3,54.7,42.4,29.0,13.1,7.8,1.0,0.0
Uttarakhand,2006,35.6,28.4,100.0,100.0,9.922,100.0,100.0,100.0,86.0,59.1,51.0,36.2,18.9,9.8,3.4,0.0
Uttarakhand,2007,38.1,30.6,100.0,100.0,10.080,100.0,100.0,100.0,96.1,63.7,53.4,43.5,30.2,15.3,8.7,0.7
Uttarakhand,2008,43.5,34.4,100.0,100.0,10.238,100.0,100.0,100.0,99.8,85.3,61.2,55.0,46.8,36.0,19.3,10.9
Uttarakhand,2009,41.0,32.9,100.0,100.0,10.396,100.0,100.0,100.0,98.5,80.1,59.9,51.7,35.9,20.2,12.8,8.9
Uttarakhand,2010,43.6,34.0,100.0,100.0,10.554,100.0,100.0,100.0,99.2,82.1,62.4,55.6,48.7,32.6,17.7,12.3
Uttarakhand,2011,45.4,34.7,100.0,100.0,10.706,100.0,100.0,100.0,99.3,85.9,69.8,58.1,51.8,40.5,24.9,14.1
Uttarakhand,2012,42.3,33.5,100.0,100.0,10.859,100.0,100.0,100.0,100.0,81.7,59.7,52.5,41.5,31.1,16.7,10.1
Uttarakhand,2013,43.9,34.1,100.0,100.0,11.011,100.0,100.0,100.0,99.2,82.1,61.5,55.0,48.0,34.0,18.9,14.6
Uttarakhand,2014,42.4,34.4,100.0,100.0,11.164,100.0,100.0,100.0,99.4,85.1,60.9,54.0,45.2,30.0,13.8,9.3
Uttarakhand,2015,45.1,35.8,100.0,100.0,11.316,100.0,100.0,100.0,100.0,90.2,65.1,57.5,53.0,40.5,26.1,12.3
Uttarakhand,2016,47.8,37.5,100.0,100.0,11.472,100.0,100.0,100.0,100.0,90.3,76.0,61.5,56.6,48.8,33.0,18.5
Uttarakhand,2017,45.0,34.4,100.0,100.0,11.627,100.0,100.0,100.0,99.7,83.2,64.3,59.9,53.1,39.0,25.5,13.5
Uttarakhand,2018,47.0,36.4,100.0,100.0,11.782,100.0,100.0,100.0,100.0,90.9,74.2,61.4,56.6,47.4,28.2,15.3
Uttarakhand,2019,41.5,31.4,100.0,100.0,11.937,100.0,100.0,100.0,98.0,73.3,61.0,55.4,41.7,27.4,13.2,9.3
Uttarakhand,2020,41.0,30.5,100.0,100.0,12.092,100.0,100.0,100.0,95.3,66.3,59.4,54.3,41.1,23.8,14.6,10.8
Uttarakhand,2021,48.1,38.3,100.0,100.0,12.092,100.0,100.0,100.0,100.0,99.2,84.6,63.4,58.4,51.4,31.9,16.1
Uttarakhand,2022,42.4,31.8,100.0,100.0,12.092,100.0,100.0,100.0,97.6,74.7,62.1,56.8,50.0,28.5,15.9,11.0
West Bengal,1998,30.7,32.8,100.0,99.9,81.845,100.0,100.0,99.9,69.9,52.1,34.8,8.7,1.4,0.0,0.0,0.0
West Bengal,1999,33.0,34.7,100.0,99.9,81.845,100.0,100.0,100.0,92.1,60.3,46.2,13.6,0.4,0.0,0.0,0.0
West Bengal,2000,37.3,38.9,100.0,99.9,81.845,100.0,100.0,100.0,99.6,85.0,57.9,44.4,10.8,0.0,0.0,0.0
West Bengal,2001,38.9,40.9,100.0,99.9,82.974,100.0,100.0,100.0,99.7,89.7,60.0,50.4,24.1,3.8,0.0,0.0
West Bengal,2002,40.2,41.9,100.0,99.9,84.104,100.0,100.0,100.0,99.7,94.4,67.4,52.2,37.7,4.5,0.0,0.0
West Bengal,2003,40.1,42.3,100.0,99.9,85.234,100.0,100.0,100.0,99.8,91.5,69.5,52.9,33.2,5.0,0.1,0.0
West Bengal,2004,42.9,44.7,100.0,99.9,86.363,100.0,100.0,100.0,100.0,99.3,88.0,61.1,45.7,14.5,1.7,0.0
West Bengal,2005,44.5,45.8,100.0,99.9,87.493,100.0,100.0,100.0,100.0,99.8,95.4,73.1,50.5,20.8,1.6,0.0
West Bengal,2006,49.3,50.6,100.0,99.9,88.502,100.0,100.0,100.0,100.0,99.8,99.2,95.1,71.7,48.0,20.3,3.4
West Bengal,2007,49.5,50.8,100.0,99.9,89.511,100.0,100.0,100.0,100.0,99.7,99.1,94.0,74.5,48.2,22.4,3.9
West Bengal,2008,54.1,55.8,100.0,99.9,90.519,100.0,100.0,100.0,100.0,99.8,99.4,94.9,85.4,66.4,50.2,27.1
West Bengal,2009,57.4,58.6,100.0,99.9,91.528,100.0,100.0,100.0,100.0,100.0,99.9,99.5,96.2,85.4,62.5,39.5
West Bengal,2010,50.1,51.6,100.0,99.9,92.537,100.0,100.0,100.0,100.0,99.8,99.4,94.4,74.1,52.5,29.6,3.9
West Bengal,2011,56.9,57.7,100.0,99.9,93.392,100.0,100.0,100.0,100.0,99.9,99.6,97.6,93.8,80.4,58.0,40.8
West Bengal,2012,56.5,57.5,100.0,99.9,94.248,100.0,100.0,100.0,100.0,100.0,99.7,99.2,96.7,80.2,55.7,32.5
West Bengal,2013,55.7,56.2,100.0,99.9,95.103,100.0,100.0,100.0,100.0,99.7,99.2,96.7,93.2,78.9,54.9,31.9
West Bengal,2014,59.4,59.2,100.0,99.9,95.958,100.0,100.0,100.0,100.0,99.8,99.4,98.1,94.6,93.1,83.2,50.2
West Bengal,2015,56.0,56.7,100.0,99.9,96.814,100.0,100.0,100.0,100.0,99.8,99.6,96.4,94.3,78.6,58.6,30.8
West Bengal,2016,56.9,56.8,100.0,99.9,97.581,100.0,100.0,100.0,99.9,99.6,98.7,95.2,93.6,84.3,62.3,35.8
West Bengal,2017,57.8,58.0,100.0,99.9,98.349,100.0,100.0,100.0,100.0,99.8,99.4,97.8,94.4,88.1,69.3,39.5
West Bengal,2018,63.0,62.8,100.0,99.9,99.116,100.0,100.0,100.0,100.0,100.0,99.7,99.4,98.2,95.3,85.4,69.6
West Bengal,2019,55.5,56.7,100.0,99.9,99.884,100.0,100.0,100.0,100.0,99.7,99.5,97.0,92.0,78.8,57.5,26.6
West Bengal,2020,58.0,59.5,100.0,99.9,100.651,100.0,100.0,100.0,100.0,99.8,99.6,97.9,94.3,81.2,61.1,46.0
West Bengal,2021,60.5,61.6,100.0,99.9,100.651,100.0,100.0,100.0,100.0,99.8,99.5,99.0,95.7,93.9,78.2,52.9
West Bengal,2022,49.5,50.4,100.0,99.9,100.651,100.0,100.0,100.0,99.8,99.5,96.4,89.2,66.5,50.7,29.9,8.2
